time_ms,src,dst,bytes
650.890,11,12,1200
650.890,7,8,1200
650.890,0,1,1200
650.890,14,15,1200
650.891,10,11,1200
650.892,12,13,1200
650.892,0,1,1200
650.892,7,8,1200
650.893,8,9,1200
650.894,8,9,1200
650.895,0,1,1200
650.896,0,1,1200
650.897,0,1,1200
650.898,8,9,1200
650.900,5,6,1200
650.900,11,12,1200
650.900,1,2,1200
650.905,14,15,1200
650.906,14,15,1200
650.906,3,4,1200
650.907,12,13,1200
650.908,15,0,1200
650.908,9,10,1200
650.908,13,14,1200
650.909,2,3,1200
650.909,11,12,1200
650.909,15,0,1200
650.910,2,3,1200
650.911,5,6,1200
650.911,15,0,1200
650.912,5,6,1200
650.913,10,11,1200
650.913,12,13,1200
650.916,7,8,1200
650.917,2,3,1200
650.917,14,15,1200
650.917,3,4,1200
650.917,3,4,1200
650.917,2,3,1200
650.919,0,1,1200
650.920,13,14,1200
650.920,3,4,1200
650.921,0,1,1200
650.923,3,4,1200
650.923,3,4,1200
650.928,2,3,1200
650.929,8,9,1200
650.929,10,11,1200
650.930,9,10,1200
650.931,1,2,1200
650.932,12,13,1200
650.933,6,7,1200
650.933,4,5,1200
650.935,1,2,1200
650.935,9,10,1200
650.935,15,0,1200
650.937,4,5,1200
650.937,6,7,1200
650.937,6,7,1200
650.939,5,6,1200
650.939,14,15,1200
650.942,2,3,1200
650.944,6,7,1200
650.944,1,2,1200
650.946,14,15,1200
650.946,13,14,1200
650.948,5,6,1200
650.948,3,4,1200
650.949,6,7,1200
650.951,3,4,1200
650.951,1,2,1200
650.951,7,8,1200
650.952,3,4,1200
650.954,14,15,1200
650.955,9,10,1200
650.955,8,9,1200
650.955,8,9,1200
650.956,0,1,1200
650.956,13,14,1200
650.958,14,15,1200
650.959,11,12,1200
650.960,0,1,1200
650.961,14,15,1200
650.961,12,13,1200
650.962,5,6,1200
650.962,10,11,1200
650.963,8,9,1200
650.965,7,8,1200
650.967,10,11,1200
650.968,0,1,1200
650.968,11,12,1200
650.968,15,0,1200
650.973,9,10,1200
650.973,7,8,1200
650.975,8,9,1200
650.976,15,0,1200
650.976,4,5,1200
650.979,11,12,1200
650.980,5,6,1200
650.980,12,13,1200
650.980,13,14,1200
650.981,0,1,1200
650.982,13,14,1200
650.982,9,10,1200
650.982,1,2,1200
650.983,3,4,1200
650.984,15,0,1200
650.984,8,9,1200
650.985,9,10,1200
650.985,3,4,1200
650.985,1,2,1200
650.986,9,10,1200
650.986,14,15,1200
650.986,15,0,1200
650.986,2,3,1200
650.988,6,7,1200
650.988,10,11,1200
650.988,11,12,1200
650.988,13,14,1200
650.989,2,3,1200
650.989,5,6,1200
650.990,15,0,1200
650.991,9,10,1200
650.991,10,11,1200
650.994,12,13,1200
650.994,6,7,1200
650.994,14,15,1200
650.994,13,14,1200
650.995,6,7,1200
650.995,11,12,1200
650.996,11,12,1200
650.996,8,9,1200
651.000,2,3,1200
651.000,11,12,1200
651.001,7,8,1200
651.001,0,1,1200
651.003,12,13,1200
651.005,14,15,1200
651.006,8,9,1200
651.007,15,0,1200
651.007,11,12,1200
651.007,8,9,1200
651.009,11,12,1200
651.009,12,13,1200
651.010,6,7,1200
651.010,1,9,1200
651.011,8,9,1200
651.012,13,14,1200
651.012,1,2,1200
651.013,7,8,1200
651.014,8,9,1200
651.014,14,15,1200
651.017,4,5,1200
651.017,13,14,1200
651.020,1,2,1200
651.020,3,4,1200
651.020,0,1,1200
651.021,8,9,1200
651.021,9,10,1200
651.023,15,0,1200
651.025,10,11,1200
651.025,1,2,1200
651.026,15,0,1200
651.026,10,11,1200
651.028,0,1,1200
651.028,14,15,1200
651.029,0,1,1200
651.032,8,9,1200
651.033,2,3,1200
651.033,14,15,1200
651.037,1,2,1200
651.038,7,8,1200
651.038,9,10,1200
651.038,12,13,1200
651.039,3,4,1200
651.039,5,6,1200
651.040,5,6,1200
651.040,4,5,1200
651.040,5,6,1200
651.042,8,9,1200
651.044,3,4,1200
651.044,2,3,1200
651.045,15,0,1200
651.045,1,2,1200
651.045,15,0,1200
651.047,8,9,1200
651.047,13,14,1200
651.047,1,2,1200
651.048,9,10,1200
651.049,14,15,1200
651.049,5,6,1200
651.050,6,7,1200
651.050,5,6,1200
651.051,8,9,1200
651.053,5,6,1200
651.053,2,3,1200
651.054,5,6,1200
651.054,6,7,1200
651.055,14,15,1200
651.055,9,10,1200
651.059,11,12,1200
651.060,5,6,1200
651.060,4,5,1200
651.061,4,5,1200
651.062,7,8,1200
651.064,9,10,1200
651.066,0,1,1200
651.067,3,4,1200
651.068,15,0,1200
651.068,12,13,1200
651.068,15,0,1200
651.069,2,3,1200
651.071,1,2,1200
651.072,10,11,1200
651.073,10,11,1200
651.074,10,11,1200
651.080,5,6,1200
651.081,3,4,1200
651.081,0,1,1200
651.083,13,14,1200
651.083,5,6,1200
651.083,3,4,1200
651.084,10,11,1200
651.084,5,6,1200
651.084,13,14,1200
651.085,11,12,1200
651.086,7,8,1200
651.086,4,5,1200
651.087,2,3,1200
651.087,11,12,1200
651.089,15,0,1200
651.089,1,2,1200
651.089,0,1,1200
651.091,9,10,1200
651.092,9,10,1200
651.093,12,13,1200
651.093,5,6,1200
651.094,9,10,1200
651.094,8,9,1200
651.095,9,10,1200
651.095,3,4,1200
651.096,13,14,1200
651.097,12,13,1200
651.097,4,5,1200
651.098,7,8,1200
651.098,4,5,1200
651.098,14,15,1200
651.101,7,8,1200
651.101,10,11,1200
651.101,4,5,1200
651.103,1,2,1200
651.104,13,14,1200
651.104,3,4,1200
651.105,12,13,1200
651.105,14,15,1200
651.106,10,11,1200
651.107,15,0,1200
651.107,7,8,1200
651.108,10,11,1200
651.108,4,5,1200
651.108,11,12,1200
651.108,13,14,1200
651.109,3,4,1200
651.109,7,8,1200
651.110,12,13,1200
651.111,3,13,1200
651.111,7,8,1200
651.112,14,15,1200
651.112,4,5,1200
651.113,15,0,1200
651.113,6,7,1200
651.114,1,2,1200
651.115,12,13,1200
651.115,6,7,1200
651.116,1,2,1200
651.117,3,4,1200
651.119,0,1,1200
651.119,7,8,1200
651.120,13,14,1200
651.122,12,13,1200
651.122,1,2,1200
651.123,0,1,1200
651.123,4,5,1200
651.125,11,12,1200
651.126,7,8,1200
651.127,1,2,1200
651.127,4,5,1200
651.128,12,13,1200
651.128,15,0,1200
651.130,1,2,1200
651.130,1,2,1200
651.131,4,5,1200
651.134,6,7,1200
651.135,13,14,1200
651.136,9,10,1200
651.136,2,3,1200
651.137,14,15,1200
651.137,3,4,1200
651.138,5,6,1200
651.138,9,10,1200
651.139,1,2,1200
651.139,6,7,1200
651.140,4,5,1200
651.142,3,4,1200
651.142,6,7,1200
651.143,12,13,1200
651.144,7,8,1200
651.146,4,5,1200
651.146,8,9,1200
651.146,10,11,1200
651.148,13,14,1200
651.149,3,4,1200
651.150,13,14,1200
651.150,4,5,1200
651.151,7,8,1200
651.152,10,11,1200
651.161,7,8,1200
651.163,6,7,1200
651.164,4,5,1200
651.165,2,3,1200
651.166,1,2,1200
651.168,5,6,1200
651.168,6,7,1200
651.170,1,2,1200
651.173,15,0,1200
651.174,5,6,1200
651.174,1,2,1200
651.175,10,11,1200
651.176,12,13,1200
651.178,10,11,1200
651.178,7,8,1200
651.179,6,7,1200
651.179,15,0,1200
651.180,0,1,1200
651.181,7,8,1200
651.181,8,9,1200
651.182,5,6,1200
651.183,1,2,1200
651.186,8,9,1200
651.186,15,0,1200
651.186,15,0,1200
651.188,0,1,1200
651.188,15,0,1200
651.188,4,5,1200
651.189,13,14,1200
651.189,12,13,1200
651.189,12,13,1200
651.190,6,7,1200
651.193,7,8,1200
651.193,15,0,1200
651.194,10,11,1200
651.194,6,7,1200
651.194,14,15,1200
651.197,13,14,1200
651.201,4,5,1200
651.202,5,6,1200
651.202,9,10,1200
651.202,14,15,1200
651.202,5,6,1200
651.202,2,3,1200
651.203,11,12,1200
651.203,13,14,1200
651.205,3,4,1200
651.207,1,2,1200
651.207,9,10,1200
651.209,1,2,1200
651.209,0,1,1200
651.210,10,11,1200
651.212,1,2,1200
651.215,2,3,1200
651.215,3,4,1200
651.217,5,6,1200
651.218,14,15,1200
651.218,5,6,1200
651.219,3,4,1200
651.224,6,7,1200
651.225,11,12,1200
651.225,0,1,1200
651.228,14,15,1200
651.228,2,3,1200
651.229,9,10,1200
651.231,14,15,1200
651.234,8,9,1200
651.235,5,6,1200
651.235,12,13,1200
651.235,12,13,1200
651.236,2,3,1200
651.236,10,11,1200
651.239,2,3,1200
651.241,14,15,1200
651.241,11,12,1200
651.243,7,8,1200
651.245,6,7,1200
651.246,9,10,1200
651.246,9,10,1200
651.247,3,4,1200
651.247,10,11,1200
651.249,4,5,1200
651.251,5,6,1200
651.252,1,2,1200
651.252,12,13,1200
651.253,9,10,1200
651.254,9,10,1200
651.254,14,15,1200
651.255,3,4,1200
651.255,15,0,1200
651.257,3,4,1200
651.257,15,0,1200
651.257,6,7,1200
651.259,10,11,1200
651.259,0,1,1200
651.259,6,7,1200
651.260,6,7,1200
651.263,7,8,1200
651.263,12,13,1200
651.264,8,9,1200
651.265,8,9,1200
651.267,15,0,1200
651.267,10,11,1200
651.268,3,4,1200
651.268,5,6,1200
651.268,6,7,1200
651.268,13,14,1200
651.269,7,8,1200
651.270,8,9,1200
651.270,5,6,1200
651.270,0,1,1200
651.271,4,5,1200
651.272,15,0,1200
651.273,10,11,1200
651.273,0,1,1200
651.273,5,6,1200
651.275,6,7,1200
651.277,9,10,1200
651.277,3,4,1200
651.278,6,7,1200
651.280,2,3,1200
651.280,7,8,1200
651.283,12,13,1200
651.283,9,10,1200
651.284,6,7,1200
651.285,5,6,1200
651.285,0,1,1200
651.285,13,14,1200
651.286,3,4,1200
651.287,7,8,1200
651.287,1,2,1200
651.290,15,0,1200
651.292,13,14,1200
651.293,11,12,1200
651.293,14,15,1200
651.293,6,7,1200
651.294,2,3,1200
651.294,6,7,1200
651.295,15,0,1200
651.295,5,6,1200
651.295,7,8,1200
651.296,5,6,1200
651.299,11,12,1200
651.300,14,15,1200
651.300,0,1,1200
651.300,0,1,1200
651.301,9,10,1200
651.303,15,0,1200
651.304,8,9,1200
651.307,1,2,1200
651.308,8,9,1200
651.309,9,10,1200
651.310,9,10,1200
651.310,13,14,1200
651.311,2,3,1200
651.312,7,8,1200
651.313,1,2,1200
651.315,0,1,1200
651.317,10,11,1200
651.318,1,2,1200
651.318,14,15,1200
651.319,3,4,1200
651.321,12,13,1200
651.323,0,1,1200
651.323,3,4,1200
651.324,13,14,1200
651.324,14,15,1200
651.325,12,13,1200
651.326,13,14,1200
651.326,13,14,1200
651.328,10,11,1200
651.330,5,6,1200
651.330,4,5,1200
651.332,12,13,1200
651.336,9,10,1200
651.337,13,14,1200
651.338,13,14,1200
651.338,2,3,1200
651.339,15,0,1200
651.339,13,14,1200
651.342,11,12,1200
651.343,8,9,1200
651.343,15,0,1200
651.344,5,6,1200
651.345,15,0,1200
651.345,14,15,1200
651.345,4,5,1200
651.346,15,0,1200
651.346,8,9,1200
651.346,10,11,1200
651.346,14,15,1200
651.346,0,1,1200
651.346,8,9,1200
651.347,12,13,1200
651.347,4,5,1200
651.347,11,12,1200
651.350,13,14,1200
651.350,6,7,1200
651.351,4,5,1200
651.353,11,12,1200
651.353,8,9,1200
651.354,4,5,1200
651.358,11,12,1200
651.359,11,12,1200
651.361,14,15,1200
651.365,15,0,1200
651.365,3,4,1200
651.365,14,15,1200
651.366,15,0,1200
651.367,11,12,1200
651.367,6,7,1200
651.369,9,10,1200
651.369,2,3,1200
651.370,6,7,1200
651.372,13,14,1200
651.373,8,9,1200
651.374,1,2,1200
651.374,15,0,1200
651.374,12,13,1200
651.375,9,10,1200
651.375,12,13,1200
651.376,8,9,1200
651.377,5,6,1200
651.378,6,7,1200
651.378,6,7,1200
651.379,1,2,1200
651.380,4,5,1200
651.380,9,10,1200
651.381,12,13,1200
651.383,7,8,1200
651.386,15,0,1200
651.386,7,8,1200
651.388,15,0,1200
651.389,11,12,1200
651.390,11,12,1200
651.391,9,10,1200
651.391,14,15,1200
651.391,8,9,1200
651.393,11,12,1200
651.394,9,10,1200
651.395,3,4,1200
651.395,6,7,1200
651.396,9,10,1200
651.397,15,0,1200
651.399,0,1,1200
651.399,0,1,1200
651.401,14,15,1200
651.401,5,6,1200
651.401,3,4,1200
651.402,4,5,1200
651.403,14,15,1200
651.404,3,4,1200
651.409,13,14,1200
651.409,15,0,1200
651.410,1,2,1200
651.410,14,15,1200
651.411,4,5,1200
651.411,12,13,1200
651.416,0,1,1200
651.416,12,13,1200
651.417,8,9,1200
651.417,2,3,1200
651.419,12,13,1200
651.421,0,1,1200
651.422,3,4,1200
651.424,15,0,1200
651.425,13,14,1200
651.427,3,4,1200
651.429,10,11,1200
651.430,14,15,1200
651.431,11,12,1200
651.431,15,0,1200
651.432,0,1,1200
651.432,9,10,1200
651.433,10,11,1200
651.433,7,8,1200
651.436,11,12,1200
651.437,8,9,1200
651.438,14,15,1200
651.438,6,7,1200
651.439,4,5,1200
651.440,14,15,1200
651.440,6,7,1200
651.440,0,1,1200
651.441,13,14,1200
651.441,1,2,1200
651.441,10,11,1200
651.441,11,12,1200
651.441,10,11,1200
651.443,2,3,1200
651.446,14,15,1200
651.447,3,4,1200
651.448,8,9,1200
651.449,10,11,1200
651.450,2,3,1200
651.451,6,7,1200
651.452,1,2,1200
651.454,11,12,1200
651.456,6,7,1200
651.458,11,12,1200
651.458,7,8,1200
651.460,5,6,1200
651.460,0,1,1200
651.462,7,8,1200
651.462,6,7,1200
651.463,14,15,1200
651.463,1,2,1200
651.464,1,14,1200
651.466,2,3,1200
651.467,10,11,1200
651.467,11,12,1200
651.469,9,10,1200
651.470,2,3,1200
651.470,7,8,1200
651.473,8,9,1200
651.473,13,14,1200
651.473,0,1,1200
651.475,15,0,1200
651.475,12,13,1200
651.475,9,10,1200
651.476,5,6,1200
651.477,4,5,1200
651.480,13,14,1200
651.481,8,9,1200
651.482,0,1,1200
651.482,12,13,1200
651.483,14,15,1200
651.484,3,4,1200
651.484,9,10,1200
651.485,3,4,1200
651.485,14,15,1200
651.487,11,12,1200
651.488,0,1,1200
651.488,0,1,1200
651.489,6,7,1200
651.490,0,1,1200
651.490,3,4,1200
651.490,7,8,1200
651.491,12,13,1200
651.491,2,3,1200
651.493,13,14,1200
651.494,7,8,1200
651.496,2,3,1200
651.497,2,3,1200
651.497,2,3,1200
651.503,14,15,1200
651.504,7,8,1200
651.504,11,12,1200
651.504,13,14,1200
651.506,2,3,1200
651.508,2,3,1200
651.509,9,10,1200
651.510,11,12,1200
651.511,9,10,1200
651.511,11,12,1200
651.514,4,5,1200
651.514,4,5,1200
651.514,7,8,1200
651.517,8,9,1200
651.518,5,6,1200
651.518,11,12,1200
651.518,10,11,1200
651.519,12,13,1200
651.519,15,0,1200
651.521,12,13,1200
651.524,6,7,1200
651.525,15,0,1200
651.526,10,11,1200
651.526,10,11,1200
651.526,1,2,1200
651.526,10,11,1200
651.528,9,10,1200
651.529,8,9,1200
651.530,14,15,1200
651.530,9,10,1200
651.532,12,13,1200
651.534,4,5,1200
651.534,13,14,1200
651.538,15,0,1200
651.538,8,9,1200
651.539,2,3,1200
651.539,7,8,1200
651.541,4,5,1200
651.542,2,3,1200
651.543,10,11,1200
651.544,2,3,1200
651.547,3,4,1200
651.549,10,11,1200
651.549,7,8,1200
651.550,10,11,1200
651.551,14,15,1200
651.552,14,15,1200
651.553,13,14,1200
651.554,2,3,1200
651.556,7,8,1200
651.558,2,3,1200
651.561,3,4,1200
651.561,13,14,1200
651.563,10,11,1200
651.563,6,7,1200
651.563,1,2,1200
651.564,0,1,1200
651.566,1,2,1200
651.566,0,1,1200
651.568,2,3,1200
651.570,0,1,1200
651.572,13,14,1200
651.572,9,10,1200
651.574,1,2,1200
651.577,4,5,1200
651.577,9,10,1200
651.577,2,3,1200
651.577,1,2,1200
651.579,5,6,1200
651.579,11,12,1200
651.579,4,5,1200
651.580,3,4,1200
651.581,6,7,1200
651.582,12,13,1200
651.582,2,3,1200
651.586,5,6,1200
651.586,13,14,1200
651.587,7,8,1200
651.589,7,8,1200
651.590,10,11,1200
651.591,3,4,1200
651.594,15,0,1200
651.595,9,10,1200
651.596,13,14,1200
651.597,5,6,1200
651.600,1,2,1200
651.600,2,3,1200
651.601,1,2,1200
651.603,14,15,1200
651.604,7,8,1200
651.607,9,10,1200
651.958,0,5,1200
651.978,3,8,1200
651.982,15,13,1200
652.203,12,9,1200
652.625,12,11,1200
652.776,13,3,1200
652.964,15,3,1200
653.448,11,5,1200
653.478,1,0,1200
653.520,0,10,1200
653.986,1,10,1200
654.094,0,10,1200
654.290,3,13,1200
654.347,15,10,1200
654.944,15,12,1200
654.955,14,15,1200
655.066,8,6,1200
655.096,7,3,1200
655.102,3,1,1200
655.125,15,10,1200
655.946,1,7,1200
657.261,5,9,1200
657.270,10,6,1200
657.360,14,4,1200
657.459,4,9,1200
658.020,0,8,1200
658.172,1,11,1200
658.397,0,4,1200
658.538,9,8,1200
659.044,5,11,1200
659.859,2,0,1200
660.022,7,15,1200
660.468,1,2,1200
661.010,1,4,1200
661.114,2,14,1200
661.119,11,12,1200
661.227,4,15,1200
661.444,9,14,1200
661.584,12,10,1200
661.925,15,1,1200
662.359,3,4,1200
662.522,5,15,1200
663.036,11,1,1200
663.195,13,6,1200
663.374,1,13,1200
663.377,4,5,1200
663.423,3,6,1200
663.497,10,2,1200
663.547,12,3,1200
663.838,2,12,1200
663.955,7,1,1200
664.147,10,11,1200
664.254,6,4,1200
664.278,6,0,1200
664.722,15,10,1200
664.761,4,14,1200
664.989,0,11,1200
665.189,4,11,1200
665.338,14,7,1200
665.383,10,5,1200
665.493,8,14,1200
665.507,6,8,1200
666.120,5,13,1200
666.299,3,4,1200
666.739,11,15,1200
666.953,11,8,1200
667.061,11,9,1200
667.183,7,1,1200
667.224,9,11,1200
667.283,13,15,1200
667.306,0,8,1200
667.356,2,11,1200
667.449,13,15,1200
667.821,10,5,1200
667.862,3,6,1200
667.868,9,7,1200
668.236,6,3,1200
668.328,13,6,1200
668.366,4,1,1200
668.595,7,5,1200
668.639,5,10,1200
668.654,14,1,1200
669.228,3,11,1200
669.451,13,8,1200
670.503,8,5,1200
670.895,14,11,1200
671.260,1,15,1200
671.297,2,6,1200
671.765,9,12,1200
671.946,9,2,1200
671.951,13,8,1200
672.008,9,3,1200
672.147,2,0,1200
672.252,15,0,1200
672.275,15,5,1200
672.308,12,2,1200
672.408,2,9,1200
672.757,9,13,1200
672.814,0,9,1200
673.014,3,13,1200
673.148,14,4,1200
673.646,9,4,1200
673.773,9,0,1200
673.886,12,0,1200
674.046,1,3,1200
674.124,1,8,1200
674.189,13,4,1200
674.484,12,1,1200
675.005,3,0,1200
675.176,1,13,1200
675.333,5,6,1200
675.438,11,6,1200
675.677,8,6,1200
675.816,10,13,1200
676.174,7,11,1200
676.410,1,5,1200
676.507,9,13,1200
676.579,15,3,1200
676.606,13,3,1200
677.187,10,0,1200
677.593,0,7,1200
677.648,7,6,1200
677.661,12,0,1200
677.698,3,13,1200
677.853,6,9,1200
677.965,15,14,1200
678.426,4,11,1200
678.432,6,8,1200
678.565,1,2,1200
678.884,7,14,1200
679.452,2,14,1200
679.462,9,13,1200
679.778,1,15,1200
679.908,13,4,1200
680.001,8,6,1200
680.642,3,14,1200
680.930,3,15,1200
681.083,10,12,1200
681.709,12,13,1200
681.746,11,7,1200
681.825,3,7,1200
682.301,9,3,1200
682.344,10,1,1200
682.526,10,15,1200
682.561,11,0,1200
683.129,8,4,1200
683.189,5,9,1200
683.297,8,9,1200
683.367,14,3,1200
683.919,11,12,1200
683.998,2,8,1200
684.241,14,1,1200
684.491,14,12,1200
684.526,9,15,1200
684.548,0,15,1200
684.685,5,15,1200
684.945,5,6,1200
684.982,6,4,1200
685.341,11,8,1200
685.729,1,5,1200
685.823,5,4,1200
685.829,3,4,1200
685.917,4,2,1200
685.947,2,14,1200
686.154,5,15,1200
686.511,13,3,1200
686.636,9,0,1200
686.651,5,4,1200
687.166,11,13,1200
687.214,1,0,1200
687.331,15,7,1200
687.492,0,9,1200
687.654,8,0,1200
687.802,12,2,1200
688.030,14,5,1200
688.039,10,11,1200
688.828,14,9,1200
689.071,0,9,1200
689.112,9,8,1200
689.149,2,10,1200
689.356,6,9,1200
689.430,6,11,1200
689.627,4,10,1200
689.814,8,9,1200
689.829,14,9,1200
689.864,1,13,1200
689.875,14,0,1200
690.215,13,4,1200
690.360,15,2,1200
690.400,2,7,1200
690.464,2,3,1200
690.941,11,5,1200
691.059,1,13,1200
691.181,2,4,1200
691.407,11,4,1200
691.469,2,15,1200
691.656,8,3,1200
691.786,13,9,1200
691.886,0,3,1200
692.218,0,13,1200
692.269,2,10,1200
693.078,0,15,1200
693.658,12,1,1200
694.898,2,10,1200
695.031,0,12,1200
695.566,15,1,1200
695.826,7,8,1200
696.196,5,2,1200
696.438,11,3,1200
696.493,7,12,1200
696.657,5,9,1200
697.120,1,11,1200
697.395,3,8,1200
697.571,10,13,1200
697.720,14,10,1200
697.844,3,8,1200
697.912,11,2,1200
698.171,9,8,1200
698.196,3,10,1200
698.318,0,14,1200
698.465,2,0,1200
698.940,6,15,1200
698.985,0,13,1200
699.413,12,10,1200
699.544,11,3,1200
699.855,7,8,1200
699.857,4,5,1200
699.858,13,14,1200
699.858,10,11,1200
699.858,3,4,1200
699.858,0,1,1200
699.859,13,14,1200
699.859,15,0,1200
699.860,0,1,1200
699.860,5,6,1200
699.860,5,6,1200
699.861,2,3,1200
699.862,4,5,1200
699.863,15,0,1200
699.864,5,6,1200
699.866,4,5,1200
699.866,2,3,1200
699.866,7,8,1200
699.866,2,3,1200
699.869,7,8,1200
699.870,6,7,1200
699.871,14,15,1200
699.872,3,4,1200
699.873,10,11,1200
699.874,4,5,1200
699.874,10,11,1200
699.874,1,2,1200
699.874,14,15,1200
699.874,5,6,1200
699.874,6,7,1200
699.876,10,11,1200
699.876,4,5,1200
699.876,10,11,1200
699.879,4,5,1200
699.880,7,8,1200
699.881,3,4,1200
699.881,1,2,1200
699.882,3,4,1200
699.883,11,12,1200
699.883,3,4,1200
699.884,12,13,1200
699.884,8,9,1200
699.884,2,3,1200
699.884,8,9,1200
699.885,0,1,1200
699.887,1,2,1200
699.888,6,7,1200
699.889,6,7,1200
699.889,6,7,1200
699.889,12,13,1200
699.890,6,7,1200
699.894,1,2,1200
699.895,14,15,1200
699.896,12,13,1200
699.897,15,0,1200
699.898,5,6,1200
699.899,5,6,1200
699.899,9,10,1200
699.900,0,1,1200
699.900,13,14,1200
699.900,6,7,1200
699.901,9,10,1200
699.903,12,13,1200
699.907,15,0,1200
699.907,9,10,1200
699.908,0,1,1200
699.908,0,1,1200
699.908,7,8,1200
699.910,8,9,1200
699.911,5,6,1200
699.911,0,1,1200
699.911,12,13,1200
699.912,13,14,1200
699.913,10,11,1200
699.913,3,4,1200
699.915,11,12,1200
699.915,0,1,1200
699.916,5,6,1200
699.916,7,8,1200
699.917,0,1,1200
699.919,0,1,1200
699.919,6,7,1200
699.920,2,3,1200
699.920,13,14,1200
699.921,2,3,1200
699.922,11,12,1200
699.922,3,4,1200
699.924,12,13,1200
699.924,9,10,1200
699.925,3,4,1200
699.927,0,1,1200
699.927,1,2,1200
699.927,7,8,1200
699.928,11,12,1200
699.931,2,3,1200
699.931,11,12,1200
699.932,11,12,1200
699.933,0,1,1200
699.933,8,9,1200
699.933,2,3,1200
699.933,4,5,1200
699.934,5,6,1200
699.935,15,0,1200
699.936,3,4,1200
699.939,2,3,1200
699.939,10,11,1200
699.940,0,1,1200
699.940,10,11,1200
699.940,8,9,1200
699.942,14,15,1200
699.944,7,8,1200
699.944,10,11,1200
699.945,1,2,1200
699.945,4,5,1200
699.945,5,6,1200
699.946,9,10,1200
699.946,12,13,1200
699.947,8,9,1200
699.947,11,12,1200
699.950,1,2,1200
699.950,15,0,1200
699.951,14,15,1200
699.952,3,4,1200
699.953,13,14,1200
699.953,1,2,1200
699.954,0,1,1200
699.954,15,0,1200
699.956,3,4,1200
699.956,12,13,1200
699.957,14,15,1200
699.958,9,10,1200
699.959,3,4,1200
699.960,9,10,1200
699.961,1,2,1200
699.961,14,15,1200
699.962,5,6,1200
699.963,11,12,1200
699.963,0,1,1200
699.964,13,14,1200
699.964,6,7,1200
699.965,13,14,1200
699.965,14,15,1200
699.966,3,4,1200
699.967,6,7,1200
699.969,12,13,1200
699.973,7,8,1200
699.974,12,13,1200
699.977,2,3,1200
699.978,4,5,1200
699.982,3,0,1200
699.983,8,9,1200
699.983,7,8,1200
699.985,9,10,1200
699.985,0,1,1200
699.988,5,6,1200
699.988,0,1,1200
699.989,8,9,1200
699.989,5,6,1200
699.991,15,0,1200
699.991,14,15,1200
699.992,1,2,1200
699.994,10,11,1200
699.994,13,14,1200
699.995,0,1,1200
699.995,10,11,1200
699.996,8,9,1200
699.997,15,0,1200
699.997,4,5,1200
699.998,10,11,1200
699.998,1,2,1200
699.998,10,11,1200
700.000,12,13,1200
700.001,9,10,1200
700.001,11,12,1200
700.002,8,9,1200
700.002,0,1,1200
700.004,0,1,1200
700.004,5,6,1200
700.004,11,12,1200
700.006,2,3,1200
700.007,10,11,1200
700.008,10,11,1200
700.008,5,6,1200
700.009,15,0,1200
700.009,0,1,1200
700.009,0,1,1200
700.011,13,14,1200
700.012,13,14,1200
700.012,4,5,1200
700.013,11,12,1200
700.019,4,5,1200
700.019,13,14,1200
700.020,0,1,1200
700.020,9,10,1200
700.022,11,12,1200
700.022,14,15,1200
700.026,8,9,1200
700.027,14,15,1200
700.028,11,12,1200
700.028,9,10,1200
700.028,10,11,1200
700.030,7,8,1200
700.030,7,8,1200
700.034,7,8,1200
700.034,4,5,1200
700.035,6,7,1200
700.035,8,9,1200
700.035,11,12,1200
700.036,0,1,1200
700.037,6,7,1200
700.040,10,11,1200
700.042,14,15,1200
700.045,4,5,1200
700.046,12,13,1200
700.047,4,5,1200
700.047,0,1,1200
700.047,13,14,1200
700.049,1,2,1200
700.049,1,2,1200
700.050,0,1,1200
700.050,4,5,1200
700.050,2,3,1200
700.051,11,12,1200
700.051,2,3,1200
700.052,9,10,1200
700.052,8,9,1200
700.052,13,14,1200
700.054,3,4,1200
700.056,11,12,1200
700.057,4,5,1200
700.057,15,0,1200
700.061,10,11,1200
700.064,4,5,1200
700.065,2,3,1200
700.066,11,12,1200
700.066,10,11,1200
700.067,8,9,1200
700.068,11,12,1200
700.068,6,7,1200
700.069,11,12,1200
700.070,8,9,1200
700.073,6,7,1200
700.076,6,7,1200
700.076,0,1,1200
700.076,15,0,1200
700.076,5,6,1200
700.077,14,15,1200
700.077,10,11,1200
700.077,13,14,1200
700.077,1,2,1200
700.079,5,6,1200
700.079,13,14,1200
700.079,14,15,1200
700.080,11,12,1200
700.082,2,3,1200
700.083,14,15,1200
700.083,9,10,1200
700.084,10,11,1200
700.086,4,5,1200
700.087,8,9,1200
700.088,5,6,1200
700.089,1,2,1200
700.090,4,5,1200
700.090,8,9,1200
700.090,12,13,1200
700.092,4,5,1200
700.092,4,5,1200
700.092,8,9,1200
700.093,2,3,1200
700.094,4,5,1200
700.095,3,4,1200
700.098,15,0,1200
700.099,0,1,1200
700.100,15,0,1200
700.100,4,5,1200
700.101,2,3,1200
700.101,14,15,1200
700.103,0,1,1200
700.103,0,1,1200
700.104,1,2,1200
700.105,8,9,1200
700.106,10,11,1200
700.106,6,7,1200
700.106,11,12,1200
700.107,2,3,1200
700.108,2,3,1200
700.110,4,5,1200
700.111,11,12,1200
700.112,7,8,1200
700.112,9,10,1200
700.113,10,11,1200
700.113,14,15,1200
700.114,3,4,1200
700.114,9,10,1200
